2025-01-23 08:31:16,San Francisco,29\u00baC
2025-01-23 08:31:17,San Francisco,30\u00baC
2025-01-23 08:31:18,Rome,22\u00baC
2025-01-23 08:31:19,Rome,31\u00baC
2025-01-23 08:31:20,Rome,24\u00baC
2025-01-23 08:31:21,San Francisco,26\u00baC
2025-01-23 08:31:22,Bangalore,32\u00baC
2025-01-23 08:31:23,Mumbai,29\u00baC
2025-01-23 08:31:24,Rome,25\u00baC
2025-01-22 21:25:48,Tokyo,24\u00baC
2025-01-22 21:25:49,Pittsburgh,18\u00baC
2025-01-22 21:25:50,Pittsburgh,20\u00baC
2025-01-22 21:25:51,Tokyo,30\u00baC
2025-01-22 21:25:52,Tokyo,18\u00baC
2025-01-22 21:25:53,Doha,24\u00baC
2025-01-22 21:25:54,Pittsburgh,31\u00baC
2025-01-22 21:25:55,Doha,28\u00baC
2025-01-22 21:25:56,Doha,20\u00baC
2025-01-22 21:25:57,Doha,21\u00baC
2025-01-22 22:40:39,Taipei,29\u00baC
2025-01-22 22:40:40,Taipei,30\u00baC
2025-01-22 22:40:41,Taipei,31\u00baC
2025-01-22 22:40:42,Taipei,28\u00baC
2025-01-22 22:40:43,Taipei,29\u00baC
2025-01-22 22:40:44,Pittsburgh,25\u00baC
2025-01-22 22:40:45,Taipei,30\u00baC
2025-01-22 22:40:46,Pittsburgh,18\u00baC
2025-01-22 22:40:47,Taipei,19\u00baC
2025-01-22 22:40:48,Pittsburgh,20\u00baC
2025-01-22 22:42:04,Pittsburgh,21\u00baC
2025-01-22 22:42:05,Pittsburgh,29\u00baC
2025-01-22 22:42:06,Pittsburgh,26\u00baC
2025-01-22 22:42:07,Taipei,26\u00baC
2025-01-22 22:42:08,Pittsburgh,25\u00baC
2025-01-22 22:42:09,Taipei,28\u00baC
2025-01-22 22:42:10,Taipei,26\u00baC
2025-01-22 22:42:11,Pittsburgh,22\u00baC
2025-01-22 22:42:12,Pittsburgh,18\u00baC
2025-01-22 22:42:13,Pittsburgh,25\u00baC
2025-01-22 22:42:36,Taipei,23\u00baC
2025-01-22 22:42:37,Taipei,21\u00baC
2025-01-22 22:42:38,Taipei,24\u00baC
2025-01-22 22:42:39,Taipei,20\u00baC
2025-01-22 22:42:40,Pittsburgh,18\u00baC
2025-01-22 22:42:41,Taipei,23\u00baC
2025-01-22 22:42:42,Pittsburgh,29\u00baC
2025-01-22 22:42:43,Pittsburgh,27\u00baC
2025-01-22 22:42:44,Taipei,18\u00baC
2025-01-22 22:42:45,Taipei,28\u00baC
2025-01-22 22:46:30,Taipei,32\u00baC
2025-01-22 22:46:30,Taipei,18\u00baC
2025-01-22 22:46:30,Pittsburgh,27\u00baC
2025-01-22 22:46:30,Pittsburgh,32\u00baC
2025-01-22 22:46:30,Taipei,27\u00baC
2025-01-22 22:46:30,Pittsburgh,23\u00baC
2025-01-22 22:46:31,Taipei,32\u00baC
2025-01-22 22:46:31,Pittsburgh,32\u00baC
2025-01-22 22:46:31,Pittsburgh,30\u00baC
2025-01-22 22:46:31,Pittsburgh,29\u00baC
2025-01-22 23:00:07,Taipei,28\u00baC
2025-01-22 23:00:07,Taipei,32\u00baC
2025-01-22 23:00:07,Taipei,30\u00baC
2025-01-22 23:00:07,Pittsburgh,26\u00baC
2025-01-22 23:00:07,Taipei,24\u00baC
2025-01-22 23:00:07,Taipei,19\u00baC
2025-01-22 23:00:07,Taipei,28\u00baC
2025-01-22 23:00:08,Pittsburgh,23\u00baC
2025-01-22 23:00:08,Pittsburgh,31\u00baC
2025-01-22 23:00:08,Taipei,28\u00baC
2025-01-22 23:31:46,Miami,20\u00baC
2025-01-22 23:31:47,Miami,27\u00baC
2025-01-22 23:31:48,Los Angeles,25\u00baC
2025-01-22 23:31:49,Los Angeles,23\u00baC
2025-01-22 23:31:50,New York,30\u00baC
2025-01-22 23:31:51,Los Angeles,23\u00baC
2025-01-22 23:31:52,New York,19\u00baC
2025-01-22 23:31:53,Los Angeles,21\u00baC
2025-01-22 23:31:54,Miami,18\u00baC
2025-01-22 23:31:55,Los Angeles,28\u00baC
2025-01-23 08:25:54,Bangalore,32\u00baC
2025-01-23 08:25:55,Mumbai,22\u00baC
2025-01-23 08:25:56,Bangalore,24\u00baC
2025-01-23 08:25:57,Rome,25\u00baC
2025-01-23 08:25:58,Rome,32\u00baC
2025-01-23 08:25:59,Mumbai,19\u00baC
2025-01-23 08:26:00,Rome,29\u00baC
2025-01-23 08:26:01,Rome,25\u00baC
2025-01-23 08:26:02,San Francisco,28\u00baC
2025-01-23 08:26:03,Rome,26\u00baC
2025-01-23 08:31:15,San Francisco,25\u00baC
2025-01-23 08:31:16,San Francisco,29\u00baC
2025-01-23 08:31:17,San Francisco,30\u00baC
2025-01-23 08:31:18,Rome,22\u00baC
2025-01-23 08:31:19,Rome,31\u00baC
2025-01-23 08:31:20,Rome,24\u00baC
2025-01-23 08:31:21,San Francisco,26\u00baC
2025-01-23 08:31:22,Bangalore,32\u00baC
2025-01-23 08:31:23,Mumbai,29\u00baC
2025-01-23 08:31:24,Rome,25\u00baC
